TIME,GEO,UNIT,ICHA11_HP,Value,Flag and Footnotes
2006,Latvia,Million euro,Providers of preventive care,:,
2006,Latvia,Million euro,Providers of health care system administration and financing,:,
2006,Latvia,Million euro,Government health administration agencies,:,
2006,Latvia,Million euro,Social health insurance agencies,:,
2006,Latvia,Million euro,Private health insurance administration agencies,:,
2006,Latvia,Million euro,Other administration agencies,:,
2006,Latvia,Million euro,Rest of economy,:,
2006,Latvia,Million euro,Households as providers of home health care,:,
2006,Latvia,Million euro,All other industries as secondary providers of health care,:,
2006,Latvia,Million euro,Other industries n.e.c.,:,
2006,Latvia,Million euro,Rest of the world,:,
2006,Latvia,Million euro,Providers unknown,:,
2006,Lithuania,Million euro,All providers of health care,:,
2006,Lithuania,Million euro,Hospitals,:,
2006,Lithuania,Million euro,General hospitals,:,
2006,Lithuania,Million euro,Mental health hospitals,:,
2006,Lithuania,Million euro,Specialised hospitals (other than mental health hospitals),:,
2006,Lithuania,Million euro,Residential long-term care facilities,:,
2006,Lithuania,Million euro,Long-term nursing care facilities,:,
2006,Lithuania,Million euro,Mental health and substance abuse facilities,:,
2006,Lithuania,Million euro,Other residential long-term care facilities,:,
2006,Lithuania,Million euro,Providers of ambulatory health care,:,
2006,Lithuania,Million euro,Medical practices,:,
2006,Lithuania,Million euro,Dental practice,:,
2006,Lithuania,Million euro,Other health care practitioners,:,
2006,Lithuania,Million euro,Ambulatory health care centres,:,
2006,Lithuania,Million euro,Providers of home health care services,:,
2006,Lithuania,Million euro,Providers of ancillary services,:,
2006,Lithuania,Million euro,Providers of patient transportation and emergency rescue,:,
2006,Lithuania,Million euro,Medical and diagnostic laboratories,:,
2006,Lithuania,Million euro,Other providers of ancillary services,:,
2006,Lithuania,Million euro,Retailers and other providers of medical goods,:,
2006,Lithuania,Million euro,Pharmacies,:,
2006,Lithuania,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2006,Lithuania,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2006,Lithuania,Million euro,Providers of preventive care,:,
2006,Lithuania,Million euro,Providers of health care system administration and financing,:,
2006,Lithuania,Million euro,Government health administration agencies,:,
2006,Lithuania,Million euro,Social health insurance agencies,:,
2006,Lithuania,Million euro,Private health insurance administration agencies,:,
2006,Lithuania,Million euro,Other administration agencies,:,
2006,Lithuania,Million euro,Rest of economy,:,
2006,Lithuania,Million euro,Households as providers of home health care,:,
2006,Lithuania,Million euro,All other industries as secondary providers of health care,:,
2006,Lithuania,Million euro,Other industries n.e.c.,:,
2006,Lithuania,Million euro,Rest of the world,:,
2006,Lithuania,Million euro,Providers unknown,:,
2006,Luxembourg,Million euro,All providers of health care,:,
2006,Luxembourg,Million euro,Hospitals,:,
2006,Luxembourg,Million euro,General hospitals,:,
2006,Luxembourg,Million euro,Mental health hospitals,:,
2006,Luxembourg,Million euro,Specialised hospitals (other than mental health hospitals),:,
2006,Luxembourg,Million euro,Residential long-term care facilities,:,
2006,Luxembourg,Million euro,Long-term nursing care facilities,:,
2006,Luxembourg,Million euro,Mental health and substance abuse facilities,:,
2006,Luxembourg,Million euro,Other residential long-term care facilities,:,
2006,Luxembourg,Million euro,Providers of ambulatory health care,:,
2006,Luxembourg,Million euro,Medical practices,:,
2006,Luxembourg,Million euro,Dental practice,:,
2006,Luxembourg,Million euro,Other health care practitioners,:,
2006,Luxembourg,Million euro,Ambulatory health care centres,:,
2006,Luxembourg,Million euro,Providers of home health care services,:,
2006,Luxembourg,Million euro,Providers of ancillary services,:,
2006,Luxembourg,Million euro,Providers of patient transportation and emergency rescue,:,
2006,Luxembourg,Million euro,Medical and diagnostic laboratories,:,
2006,Luxembourg,Million euro,Other providers of ancillary services,:,
2006,Luxembourg,Million euro,Retailers and other providers of medical goods,:,
2006,Luxembourg,Million euro,Pharmacies,:,
2006,Luxembourg,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2006,Luxembourg,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2006,Luxembourg,Million euro,Providers of preventive care,:,
2006,Luxembourg,Million euro,Providers of health care system administration and financing,:,
2006,Luxembourg,Million euro,Government health administration agencies,:,
2006,Luxembourg,Million euro,Social health insurance agencies,:,
2006,Luxembourg,Million euro,Private health insurance administration agencies,:,
2006,Luxembourg,Million euro,Other administration agencies,:,
2006,Luxembourg,Million euro,Rest of economy,:,
2006,Luxembourg,Million euro,Households as providers of home health care,:,
2006,Luxembourg,Million euro,All other industries as secondary providers of health care,:,
2006,Luxembourg,Million euro,Other industries n.e.c.,:,
2006,Luxembourg,Million euro,Rest of the world,:,
2006,Luxembourg,Million euro,Providers unknown,:,
2006,Hungary,Million euro,All providers of health care,:,
2006,Hungary,Million euro,Hospitals,:,
2006,Hungary,Million euro,General hospitals,:,
2006,Hungary,Million euro,Mental health hospitals,:,
2006,Hungary,Million euro,Specialised hospitals (other than mental health hospitals),:,
2006,Hungary,Million euro,Residential long-term care facilities,:,
2006,Hungary,Million euro,Long-term nursing care facilities,:,
2006,Hungary,Million euro,Mental health and substance abuse facilities,:,
2006,Hungary,Million euro,Other residential long-term care facilities,:,
2006,Hungary,Million euro,Providers of ambulatory health care,:,
2006,Hungary,Million euro,Medical practices,:,
2006,Hungary,Million euro,Dental practice,:,
2006,Hungary,Million euro,Other health care practitioners,:,
2006,Hungary,Million euro,Ambulatory health care centres,:,
2006,Hungary,Million euro,Providers of home health care services,:,
2006,Hungary,Million euro,Providers of ancillary services,:,
2006,Hungary,Million euro,Providers of patient transportation and emergency rescue,:,
2006,Hungary,Million euro,Medical and diagnostic laboratories,:,
2006,Hungary,Million euro,Other providers of ancillary services,:,
2006,Hungary,Million euro,Retailers and other providers of medical goods,:,
2006,Hungary,Million euro,Pharmacies,:,
2006,Hungary,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,:,
2006,Hungary,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2006,Hungary,Million euro,Providers of preventive care,:,
2006,Hungary,Million euro,Providers of health care system administration and financing,:,
2006,Hungary,Million euro,Government health administration agencies,:,
2006,Hungary,Million euro,Social health insurance agencies,:,
2006,Hungary,Million euro,Private health insurance administration agencies,:,
2006,Hungary,Million euro,Other administration agencies,:,
2006,Hungary,Million euro,Rest of economy,:,
2006,Hungary,Million euro,Households as providers of home health care,:,
2006,Hungary,Million euro,All other industries as secondary providers of health care,:,
2006,Hungary,Million euro,Other industries n.e.c.,:,
2006,Hungary,Million euro,Rest of the world,:,
2006,Hungary,Million euro,Providers unknown,:,
2006,Netherlands,Million euro,All providers of health care,"53,887.02",
2006,Netherlands,Million euro,Hospitals,"17,565.45",
2006,Netherlands,Million euro,General hospitals,"12,984.79",
2006,Netherlands,Million euro,Mental health hospitals,"3,827.40",d
2006,Netherlands,Million euro,Specialised hospitals (other than mental health hospitals),753.26,
2006,Netherlands,Million euro,Residential long-term care facilities,"13,013.34",
2006,Netherlands,Million euro,Long-term nursing care facilities,"10,205.85",d
2006,Netherlands,Million euro,Mental health and substance abuse facilities,:,
2006,Netherlands,Million euro,Other residential long-term care facilities,"2,807.49",
2006,Netherlands,Million euro,Providers of ambulatory health care,"9,435.29",
2006,Netherlands,Million euro,Medical practices,"4,181.76",
2006,Netherlands,Million euro,Dental practice,"2,276.74",
2006,Netherlands,Million euro,Other health care practitioners,"2,703.70",
2006,Netherlands,Million euro,Ambulatory health care centres,273.1,
2006,Netherlands,Million euro,Providers of home health care services,:,
2006,Netherlands,Million euro,Providers of ancillary services,877.42,
2006,Netherlands,Million euro,Providers of patient transportation and emergency rescue,231.74,
2006,Netherlands,Million euro,Medical and diagnostic laboratories,645.68,
2006,Netherlands,Million euro,Other providers of ancillary services,:,
2006,Netherlands,Million euro,Retailers and other providers of medical goods,"7,911.81",
2006,Netherlands,Million euro,Pharmacies,"5,336.90",
2006,Netherlands,Million euro,Retail sellers and other suppliers of durable medical goods and medical appliances,"2,574.91",
2006,Netherlands,Million euro,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:,
2006,Netherlands,Million euro,Providers of preventive care,"1,335.70",
2006,Netherlands,Million euro,Providers of health care system administration and financing,"2,752.07",
2006,Netherlands,Million euro,Government health administration agencies,361.37,
2006,Netherlands,Million euro,Social health insurance agencies,"1,694.60",
2006,Netherlands,Million euro,Private health insurance administration agencies,510.2,
2006,Netherlands,Million euro,Other administration agencies,185.9,
2006,Netherlands,Million euro,Rest of economy,479.45,
2006,Netherlands,Million euro,Households as providers of home health care,:,
2006,Netherlands,Million euro,All other industries as secondary providers of health care,479.45,
2006,Netherlands,Million euro,Other industries n.e.c.,:,
2006,Netherlands,Million euro,Rest of the world,516.5,
2006,Netherlands,Million euro,Providers unknown,:,
2006,Austria,Million euro,All providers of health care,:,
2006,Austria,Million euro,Hospitals,:,
